s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,label
17787.8398,17675.0293,17716.9062,17840.7852,17616.7227,17794.4336,17770.5371,17665.9219,17702.9961,17682.3633,17753.0996,17670.582,17572.9961,17781.5664,17785.9785,17813.1504,17801.8105,17610.4492,17855.3652,17584.0215,17776.4062,17917.3613,17794.3652,17669.7109,17845.3379,17770.6582,17727.834,17718.5723,17871.4746,17816.5703,17890.5645,17766.1113,17737.6309,17714.8828,17906.8809,17872.0742,17717.9844,17834.8047,17768.5,17637.6406,17707.5273,17749.2891,17699.4883,17841.1875,17796.7207,17650.4766,17742.4473,17726.5,17774.9687,17776.3906,17490.416,17785.4199,17826.5605,17727.5234,17697.9082,17674.959,17650.5078,17849.2832,17744.9395,17805.2695,17755.5273,17836.9668,17883.9082,17669.1914,17671.1035,17791.4609,17922.4668,17832.7461,17797.6816,17782.0273,17630.9453,17688.4102,17749.9512,17725.0156,17685.084,17714.4805,17840.6289,17725.9629,17619.6289,17773.9844,17752.9473,17747.1738,17928.2754,17831.6328,17767.1445,17833.6641,17777.9414,17691.4531,17814.1465,17799.5254,17926.6562,17758.4277,17615.6543,17782.7852,17741.2461,17812.7168,17687.2187,17750.3887,17670.6309,17687.9746,17673.5215,17683.8633,17811.1191,17715.3301,17742.1602,17505.2539,17814.0508,17669.3379,17910.7461,17694.2383,17928.6816,17689.6133,17718.082,17708.123,17798.8945,17767.6699,17612.1094,17732.5547,17828.4336,17871.125,17906.2031,17709.3594,17699.5801,17748.2148,17786.6484,17630.2695,17743.5449,17823.6289,4
17736.4102,17787.623,17736.2871,17732.6133,17731.6602,17679.2832,17871.9512,17624.0996,17799.709,17753.6992,17705.6289,17638.0645,17836.0645,17928.377,17774.7109,17678.2988,17622.1758,17668.7129,17815.0605,17709.9648,17827.3242,17815.7129,17923.4766,17829.3184,17889.5078,17783.8672,17725.9219,17769.6914,17789.9277,17880.2246,17819.4648,17774.9023,17757.957,17871.5566,17689.6621,17745.6953,17457.0449,17700.75,17732.3984,17835.5195,17622.1484,17696.0527,17835.1855,17629.2324,17676.7422,17660.5,17804.4414,17743.2734,17856.4082,17666.6289,17749.0098,17766.043,17788.4277,17880.8828,17725.4375,17807.3926,17691.082,17657.0801,17807.875,17789.3965,17709.9297,17762.3203,17773.6895,17736.2305,17656.8848,17764.1348,17776.1836,17628.6914,17795.7598,17743.9473,17794.7617,17811.0977,17786.6211,17722.0176,17643.8437,17628.4375,17733.1504,17696.0527,17881.4648,17792.498,17726.4473,17940.459,17744.1777,17777.4922,17676.666,17693.3633,17723.7559,17660.5586,17686.1133,17918.0937,17815.8984,17712.0801,17736.0312,17884.5488,17787.1777,17922.377,17751.498,17804.584,17610.9766,17701.8652,17738.5352,17706.8945,17720.209,17853.123,17633.8105,17867.7715,17889.0137,17796.5918,17833.3086,17839.8262,17858.9805,17850.2871,17723.5957,17761.002,17863.3281,17780.3848,17814.5371,17823.709,17651.4297,17813.7852,17633.916,17623.9609,17815.3945,17734.9707,17731.9551,17825.6328,17765.6621,17797.3965,4
17751.4297,17637.1152,17714.627,17773.5664,17853.9121,17741.4043,17714.8008,17696.0996,17796.8672,17835.8359,17720.457,17845.7695,17764.0391,17841.832,17825.6406,17775.1641,17738.3984,17711.3242,17815.4902,17550.6973,17755.2012,17791.0762,17821.9316,17691.3242,17931.9355,17792.2656,17826.875,17872.2051,17638.2754,17857.8242,17825.0801,17703.2109,17910.3809,17494.2656,17747.6836,17776.1562,17704.8887,17603.7051,17724.4004,17719.0488,17792.0742,17757.3535,17780.9922,17690.5215,17812.6289,17553.9238,17731.1328,17606.0977,17836.3945,17733.1152,17757.2285,17783.8457,17724.4609,17680.9844,17713.8008,17693.4453,17785.7539,17726.6621,17769.7305,17850.6934,17839.6484,17735.6953,17795.4707,17869.748,17580.1875,17766.6582,17750.4316,17794.4863,17666.8711,17755.4766,17658.5469,17769.2871,17785.8633,17718.2012,17720.793,17952.4355,17730.166,17873.084,17781.1816,17899.2246,17859.4453,17597.6816,17942.9941,17961.1445,17899.4824,17640.4199,17922.2031,17811.0098,17703.9922,17682.418,17703.248,17827.9941,17777.0352,17714.9824,17647.6465,17714.3613,17670.3086,17826.2187,17808.8984,17714.3125,17697.8027,17899.6836,17707.3926,17610.875,17692.2578,17912.7559,17831.207,17891.9727,17901.3848,17676.8652,17707.6504,17945.9648,17667.7187,17815.2578,17805.5527,17882.8379,17753.5117,17873.3711,17744.3262,17900.043,17810.9453,17939.5586,17677.4219,17681.6211,17584.3281,17736.666,17771.3301,17728.1367,4
17849.5898,17723.7012,17723.2207,17751.6465,17598.0312,17738.0059,17797.7324,17888.918,17679.5723,17708.8477,17709.8477,17798.9512,17708.9141,17777.1152,17763.8398,17854.043,17879.9238,17791.7305,17891.1152,17824.041,17700.8633,17763.084,17874.7383,17878.3457,17797.5859,17766.1543,17739.7715,17691.1582,17703.3359,17753.6465,17854.8047,17645.7695,17689.0352,17779.3066,17600.3691,17708.1992,17878.7207,17861.7656,17879.8418,17886.418,17762.0352,17701.9121,17628.4453,17713.9648,17979.3789,17939.957,17798.4629,17851.0859,17775.1602,17642.8027,17893.9785,17753.7949,17924.9492,17748.9062,17797.5801,17662.918,17676.8223,17889.4687,17793.1973,17670.0605,17785.9414,17643.6934,17800.9766,17909.2129,17873.291,17770.9805,17834.5586,17734.5488,17761.0625,17633.1172,17821.6543,17969.1094,17788.3203,17724.1465,17737.1855,17804.0898,17726.5977,17829.1426,17634.3242,17766.707,17728.6406,17672.4941,17817.6406,17786.4922,17785.5254,17733.7266,17723.0469,17740.2461,17876.2715,17713.8281,17871.5664,17782.4824,17634.9141,17666.9199,17737.5176,17822.709,17609.75,17672.7305,17707.082,17802.8418,17727.3848,17691.3242,17738.082,17758.1523,17814.2266,17764.9258,17681.8652,17869.8711,17655.209,17857.25,17656.6152,17717.3145,17818.2949,17953.877,17685.3945,17868.3867,17735.502,17838.6309,17854.8125,17759.4941,17871.4375,17847.2422,17795.6387,17763.5059,17815.3301,17702.8184,17610.0703,17766.5605,4
17766.6211,17712.0977,17744.2871,17874.334,17773.0508,17814.8027,17807.9785,17774.541,17697.9297,17806.4648,17636.3086,17717.1758,17712.1836,17825.9551,17676.9238,17709.9062,17835.3086,17779.5078,17759.4219,17694.2305,17746.9043,17586.959,17732.3652,17812.1758,17787.7461,17749.752,17662.2988,17866.7812,17783.5352,17665.9551,17758.8848,17746.125,17750.5898,17768.0215,17881.8203,17807.1465,17586.9609,17656.2773,17753.7637,17841.291,17834.5137,17791.4297,17813.9629,17724.0977,17778.6094,17677.9375,17880.1934,17710.2949,17747.6094,17785.8848,17726.291,17904.127,17767.082,17690.625,17813.7246,17688.9648,17744.2656,17686.4453,17832.7461,17775.1094,17893.6406,17859.8516,17709.6309,17739.2812,17720.7988,17700.6367,17772.4512,17792.0547,17804.4863,17755.957,17730.1172,17741.4297,17833.3711,17762.0371,17640.4395,17755.498,17673.4785,17787.0254,17680.5312,17816.2637,17688.6699,17880.2246,17687.4238,17758.543,17740.0176,17771.7207,17837.6641,17743.0586,17838.8828,17643.5996,17785.1621,17785.4727,17731.9082,17683.6191,17692.1406,17697.8574,17753.5332,17804.0723,17727.7754,17764.6797,17791.9258,17773.9316,17767.4805,17807.8535,17745.7227,17912.8281,17887.7305,17815.7754,17812.5,17754.3379,17580.6523,17621.4687,17820.8848,17843.6895,17750.1211,17746.8789,17727.002,17832.6113,17849.125,17813.0254,17774.9805,17862.4375,17908.4844,17606.6699,17706.4668,17758.3633,17652.1914,17673.8027,4
17761.6953,17813.4902,17655.3613,17734.0312,17663.8457,17869.9062,17800.1758,17731.6289,17728.6133,17715.0332,17732.7871,17864.3437,17699.4766,17722.3711,17830.2695,17702.0664,17747.373,17739.6074,17861.5195,17790.4355,17857.4336,17765.8281,17733.3379,17734.7637,17581.2793,17787.4902,17713.668,17787.6445,17619.2734,17763.9707,17794.3516,17677.1562,17662.5371,17828.2598,17853.3535,17750.6484,17815.5801,17874.8437,17656.9512,17830.2539,17939.8633,17773.0449,17783.0332,17810.3535,17865.0566,17905.9434,17770.0605,17849.9531,17620.9121,17872.998,17548.7227,17918.4004,17706.6816,17871.9395,17894.4551,17779.6504,17654.2617,17735.2461,17758.9707,17758.4277,17666.3516,17885.6953,17829.8965,17839.707,17888.7871,17806.3145,17595.1445,17630.1621,17817.3145,17910.8379,17880.0586,17641.6855,17790.5098,17774.668,17619.3125,17754.6055,17772.6465,17734.1387,17802.0977,17696.1484,17742.9277,17740.4434,17708.7422,17749.1367,17670.3887,17739.9043,17851.8828,17694.9961,17679.7949,17861.791,17850.4004,17705.8633,17592.4512,17614.166,17820.4844,17631.4043,17715.6953,17892.6992,17842.9375,17752.4219,17820.166,17713.1895,17961.127,17727.0898,17678.6191,17873.2422,17739.375,17887.0273,17770.9707,17802.2305,17843.1543,17637.8809,17689.5234,17901.877,17736.9004,17826.9512,17730.1914,17696.4492,17753.3809,17688.9258,17713.7285,17806.6211,17680.8105,17670.3516,17762.3555,17572.6836,17698.7715,17713.9687,4
17672.6738,17644.8027,17835.7715,17678.1602,17718.9219,17810.8828,17847.6289,17794.4883,17674.1836,17770.9102,17736.4492,17789.1152,17956.4102,17753.1914,17740.2285,17664.2871,17632.6719,17650.6172,17748.5215,17861.293,17825.75,17835.668,17887.9141,17834.8457,17688.1992,17676.2031,17702.8984,17616.9629,17591.9453,17737.6191,17793.502,17803.4219,17665.0996,17775.9961,17775.3496,17779.2207,17765.7324,17642.6719,17800.043,17791.4238,17890.2207,17829.1777,17793.5098,17673.6387,17770.8301,17834.3828,17767.6523,17686.7949,17589.2891,17942.1816,17672.5098,17757.8809,17678.418,17750.6406,17884.0332,17708.9766,17693.3828,17683.75,17772.3613,17655.1719,17762.5273,17778.207,17853.1367,17701.6055,17775.6152,17789.9336,17875.8008,17771.3633,17733.4395,17764.9902,17650.7305,17789.1094,17766.8477,17805.1758,17780.1387,17793.1816,17782.0449,17923.6367,17728.5176,17736.8027,17626.5977,17863.2051,17861.4316,17691.3477,17703.209,17809.9102,17854.4121,17746.8848,17848.7793,17825.1934,17672.9336,17831.1855,17782.9746,17906.1113,17776.8379,17559.7617,17627.582,17713.6074,17820.8594,17776.5781,17734.8008,17686.4805,17780.9727,17673.0059,17867.6758,17740.6387,17760.7637,17790.3652,17823.2305,17841.7812,17748.5488,17708.3477,17833.5,17678.2246,17943.0605,17755.209,17603.2832,17789.293,17805.332,17814.9219,17750.2793,17672.6113,17793.4434,17836.5449,17779.6074,17810.4648,17675.6328,17841.3125,4
17691.9199,17671.4512,17791.0879,17830.6641,17734.4355,17780.4551,17746.3867,17798.9785,17784.4922,17858.041,17821.5566,17720.8477,17640.5098,17881.2461,17767.1035,17771.6777,17745.7051,17900.6719,17629.4336,17890.9922,17827.9707,17732.0547,17669.541,17700.625,17785.8086,17782.2051,17818.4512,17692.4414,17648.6211,17808.582,17642.7129,17767.7109,17662.7227,17521.2773,17662.2559,17868.0059,17704.1387,17658.1113,17837.7266,17824.5234,17840.1992,17634.5742,17715.6777,17659.9941,17782.6133,17794.3965,17661.3789,17791.8672,17713.291,17622.6543,17700.8574,17745.4258,17731.1133,17736.2187,17747.4023,17836.2578,17719.8398,17600.7949,17703.9121,17786.1738,17693.2832,17685.8437,17607.1562,17715.002,17715.2871,17635.1152,17749.2988,17787.584,17829.9004,17862.127,17855.7109,17806.4219,17750.291,17856.1621,17586.7168,17794.7539,17936.5352,17736.1816,17843.8379,17670.5059,17784.8594,17711.127,17756.6758,17897.8008,17814.0234,17901.2383,17805.6035,17669.5137,17758.4805,17595.2812,17602.0547,17722.3906,17669.1699,17747.2461,17688.2148,17793.5879,17752.332,17629.0176,17708.4062,17740.5371,17822.1504,17634.9805,17905.8516,17696.0234,17668.6035,17831.6426,17828.4551,17764.2246,17710.3184,17767.625,17666.9707,17657.502,17778.2559,17612.2891,17768.291,17763.6348,17648.1699,17827.4844,17895.8418,17687.5371,17783.2148,17772.2949,17770.1113,17706.4863,17721.957,17604.3828,17827.8203,17693.1992,4
17874.2324,17852.9043,17779.9648,17853.0898,17715.5215,17684.0918,17737.3594,17702.6777,17757.2695,17673.9434,17657.9297,17600.5156,17825.3125,17839.8613,17945.0273,17766.832,17767.6973,17690.3359,17775.0762,17793.502,17789.834,17802.1621,17770.6719,17856.168,17673.2187,17907.9277,17795.0039,17756.0879,17776.123,17743.0605,17730.8223,17708.3828,17765.0215,17733.0898,17803.668,17571.1484,17808.8652,17837.6602,17800.8828,17680.7012,17830.0898,17827.834,17735.8555,17815.5059,17765.1738,17582.7656,17821.4277,17545.6914,18047.748,17711.3008,17851.9453,17812.2754,17802.3262,17713.6016,17738.084,17819.0059,17800.2363,17756.166,17783.7578,17606.7383,17942.1367,17770.5234,17781.1562,17734.6934,17711.9453,17773.5664,17669.1426,17693.6445,17699.0937,17909.748,17883.4844,17833.4902,17805.3203,17760.9121,17774.2441,17856.6055,17638.5039,17697.8027,17743.5371,17620.5625,17787.5762,17861.6523,17782.8008,17822.75,17735.2969,17664.7148,17850.3301,17811.0273,17816.4121,17773.3262,17865.5859,17816.0684,17807.2637,17690.8496,17858.5488,17714.6074,17737.8262,17761.5176,17759.0312,17779.6758,17660.4863,17747.1289,17759.1074,17729.7637,17823.957,17837.1621,17669.0234,17873.8574,17690.8242,17758.4102,17870.457,17928.4922,17831.2402,17849.9648,17810.6777,17785.0703,17818.5059,17783.7187,17775.5469,17767.4727,17962.3047,17775.0117,17821.2617,17782.2598,17707.3281,17810.6602,17838.7617,17758.0391,4
17816.5254,17763.6777,17858.4766,17746.6094,17661.0645,17812.584,17858.3047,17641.0215,17784.5684,17651.4844,17723.4785,17868.6562,17813.0859,17898.2422,17748.8262,17818.6074,17681.5605,17549.7422,17688.3086,17718.4512,17762.4863,17718.457,18008.9199,17671.3789,17775.9453,17802.7324,17771.4766,17820.5312,17716.291,17664.2695,17820.6328,17846.0059,17836.0586,17711.6465,17762.2344,17906.2109,17735.4961,17785.5078,17758.1504,17705.5352,17773.4687,17835.8535,17839.168,17781.9004,17863.9062,17737.0391,17576.207,17802.127,17787.0234,17582.418,17714.0527,17835.2578,17726.9375,17814.8926,17794.0059,17882.834,17713.5781,17717.6309,17812.7949,17756.4961,17862.9141,17770.7285,17752.7891,17776.9355,17979.7305,17717.7773,17794.3359,17725.3555,17797.2168,17689.0449,17823.8691,17672.2832,17830.623,17777.8672,17690.166,17730.9258,17649.6133,17728.9609,17835.2461,17888.1562,17712.2773,17750.5488,17689.6152,17801.8926,17787.8145,17701.9023,17751.1094,17720.375,17562.543,17607.9141,17768.8281,17628.5664,17729.9531,17723.9375,17818.6992,17871.418,17693.5605,17817.8184,17770.6133,17806.2129,17747.9434,17717.7187,17808.5293,17856.3926,17840.4727,17642.8008,17702.2949,17828.627,17873.8398,17651.2871,17737.0156,17695.4902,17827.7285,17798.9961,17631.8301,17858.5137,17851.2793,17733.8301,17653.8926,17938.8047,17749.6445,17787.4355,17826.6504,17655.7695,17604.0957,17718.6523,17744.4512,17803.1211,4
17570.9414,17749.459,17773.8262,17872.6133,17680.9727,17754.0117,17638.0937,17825.1191,17724.3125,17860.0078,17844.8437,17749.8262,17903.9902,17538.3184,17832.2617,17698.5586,17541.1348,17969.8496,17807.209,17738.4609,17732.7461,17758.8184,17645.4395,17648.6855,17691.9883,17855.2422,17920.9707,17842.2344,17874.3906,17713.6719,17810.3437,17742.8691,17938.6914,17851.3789,17738.4648,17665.1738,17747.0684,17738.7246,17686.2773,17872.1934,17806.2598,17940.6738,17746.1602,17833.4902,17725.6875,17792.4258,17789.6816,17707.9766,17829.0332,17697.5645,17875.0352,17695.0684,17634.9082,17567.9414,17736.4355,17836.5312,17850.0937,17855.9082,17842.5645,17818.2793,17901.0937,17778.043,17746.0625,17815.1074,17688.9316,17644.3516,17745.3184,17942.0215,17771.998,17923.8457,17830.5391,17765.7246,17733.9492,17997.7539,17631.0703,17776.4727,17836.0937,17689.4043,17748.1758,17797.3887,17750.125,17730.9023,17700.7734,17735.9023,17762.543,17687.5488,17783.1738,17671.6191,17760.1094,17712.8359,17733.1094,17788.3789,17702.7734,17623.5156,17768.7363,17775.0039,17758.709,17724.8574,17839.1953,17778.7207,17885.3125,17714.3867,17710.3398,17667.5625,17893.8047,17649.4883,17894.4687,17810.3574,17658.3555,17700.918,17752.373,17754.3594,17749.1758,17684.4609,17768.8809,18038.0156,17678.2676,17654.584,17763.0469,17794.4785,17643.7949,17753.9766,17870.1074,17788.5352,17533.1152,17852.332,17643.0645,17813.668,4
17707.8613,17820.4297,17744.0645,17675.252,17754.5352,17813.7773,17602.1719,17759.5742,17814.7617,17840.1289,17825.5039,17869.7051,17798.4512,17814.3301,17862.4863,17743.9316,17981.3086,17732.1426,17709.9648,17811.9629,17797.0078,17629.4648,17768.7383,17756.5996,17832.2207,17642.2773,17673.209,17803.0781,17872.0957,17705.6328,17708.7539,17669.1641,17870.8848,17753.6426,17672.4824,17674.4414,17760.5801,17842.5234,17790.7754,17835.1699,17877.1406,17884.4102,17815.5781,17757.6484,17847.9277,17678.9902,17645.9336,17772.1875,17508.748,17686.4531,17780.4082,17773.5957,17781.8047,17876.6836,17759.7246,17719.0566,17867.4883,17656.6699,17618.75,17717.0449,17731.8574,17846.5508,17708.9141,17737.7988,17764.6016,17812.2754,17776.5566,17833.9844,17691.5703,17715.6797,17529.8711,17763.7578,17814.4727,17725.3555,17794.1484,17669.7012,17668.2363,17651.5391,17806.0391,17790.7441,17789.2031,17740.7227,17694.3516,17767.0977,17845.332,17717.1094,17767.7324,17727.1934,17939.7363,17746.9238,17755.7227,17746.627,17840.8789,17799.2402,17840.9238,17812.6738,17599.9453,17856.7383,17683.4434,17736.8574,17795.9453,17792.8711,17900.8281,17795.5977,17820.6973,17839.7207,17743.7715,17940.627,17909.1699,17741.2461,17852.2559,17791.4297,17704.5234,17783.2383,17694.5176,17651.291,17818.8418,17798.8809,17678.9805,17700.3828,17646.1992,17831.0742,17787.1035,17699.1562,17752.6191,17876.1289,17803.6406,17700.5215,4
17693.7715,17699.3984,17708.7129,17616.3965,17887.0898,17794.332,17654.7988,17863.9668,17636.4277,17814.9883,17863.1641,17771.1074,17806.5137,17775.4238,17752.5293,17733.5527,17778.6367,17743.6406,17788.8965,17656.7129,17780.5937,17694.377,17794.1484,17826.2148,17864.7559,17825.0742,17709.9629,17726.2539,17772.0508,17763.9492,17773.4316,17873.7187,17867.4297,17718.584,17839.5215,17915.498,17773.418,17666.2344,17760.082,17930.998,17759.5137,17813.2148,17674.5352,17718.7012,17682.8359,17662.3145,17706.541,17649.4883,17848.9238,17648.3281,17719.5488,17826.8223,17867.2988,17768.5547,17886.2227,17742.332,17909.1367,17814.3301,17768.8809,17726.7402,17900.3848,17654.2969,17772.1133,17730.2109,17756.0645,17616.7187,17747.3242,17610.7969,17825.2285,17944.6074,17763.6523,17630.4473,17942.5273,17631.082,17727.043,17729.5781,17672.4414,17754.2031,17635.1387,17622.1465,17759.5371,17909.207,17663.3379,17787.7227,17793.1055,17889.3848,17698.1445,17763.8984,17771.2344,17776.127,17870.1172,17697.8457,17820.7832,17681.1465,17769.4551,17690.4609,17763.752,17842.9961,17851.793,17683.0879,17860.2793,17796.3359,17826.707,17658.8008,17653.1914,17835.6895,17739.0605,17855.2559,17715.6582,17777.4863,17904.4473,17894.6328,17767.8105,17766.0625,17672.7461,17793.3535,17646.0586,17686.0352,17733.1895,17748.7754,17872.7734,17713.9687,17743.4687,17815.8262,17813.4766,17697.0215,17853.2969,17738.3848,4
17762.6074,17697.5117,17768.4922,17918.6328,17640.043,17761.0586,17809.4141,17783.0098,17711.7051,17806.2754,17788.4492,17723.1914,17767.4199,17815.8887,17723.8574,17658.0156,17739.6289,17802.1797,17814.2637,17745.8711,17689.6445,17676.3125,17835.2891,17726.7285,17705.5137,17953.3066,17902.832,17770.1836,17777.5684,17740.2969,17756.916,17863.6328,17647.5801,17792.207,17759.6602,17708.2793,17728.9668,17663.957,17876.8613,17705.8125,17766.8789,17771.1602,17736.6582,17767.752,17682.3184,17760.5156,17812.2773,17633.1074,17776.9004,17717.1582,17796.6152,17875.748,17742.4297,17816.8027,17894.1582,17665.8359,17716.8359,17707.459,17791.4082,17831.7383,17736.9004,17840.6875,17806.9629,17785.0117,17839.5273,17764.793,17749.8848,17745.1777,17757.5391,17738.6172,17817.9707,17858.0078,17690.959,17781.4492,17773.4023,17803.8125,17666.4297,17730.4961,17757.1758,17737.3027,17784.4551,17797.123,17711.2031,17725.6387,17882.1484,17916.4121,17628.7656,17866.4961,17821.7871,17737.1875,17694.2832,17904.8027,17835.1797,17757.7715,17640.8945,17808.1055,17884.4531,17848.1113,17828.4102,17734.5566,17727.8809,17717.7461,17844.8672,17705.2051,17662.8965,17813.2734,17838.5625,17705.3516,17812.7852,17811.8848,17859.1016,17864.7949,17909.4004,17844.6934,17849.9648,17768.9004,17806.0137,17768.3887,17958.3594,17672.7734,17959.043,17825.4727,17830.498,17898.7676,17704.2891,17759.9863,17909.6309,17898.6797,4
17762.5566,17783.0566,17833.5977,17732.3984,17921.3203,17813.0605,17775.418,17701.127,17622.8789,17715.0059,17726.998,17685.3926,17760.1309,17731.4043,17707.3672,17811.6348,17837.6934,17733.3965,17896.9082,17811.7754,17785.4961,17949.4062,17749.1016,17839.1973,17720.4375,17918.2695,17745.4199,17850.8164,17871.8008,17778.8906,17614.4863,17810.543,17776.6113,17773.668,17899.4043,17851.8164,17851.7539,17745.8301,17798.4316,17704.6855,17689.2129,17615.9746,17662.6484,17816.7754,17776.9531,17695.4668,17805.3945,17682.5547,17682.4492,17653.3379,17873.6973,17806.1523,17686.9258,17737.3965,17806.9023,17780.4004,17839.9121,17774.6191,17758.8945,17672.4297,17901.1543,17771.0742,17676.7695,17762.1484,17768.6562,17678.4336,17829.8398,17841.8789,17778.4609,17654.9629,17797.7148,17774.9062,17862.8691,17661.2539,17871.9375,17742.9922,17665.5684,17844.0312,17661.957,17741.8594,17882.8398,17704.5195,17695.8789,17694.5859,17868.5664,17863.6816,17604.8906,17866.2578,17877.0312,17620.5176,17705.6504,17757.2305,17737.3203,17729.4199,17756.2207,17770.4141,17792.7012,17702.6074,17621.373,17819.8555,17804.8105,17793.1582,17750.666,17833.8711,17875.7031,17737.2598,17837.3105,17651.8633,17860.1191,17864.666,17681.3496,17895.2207,17693.4648,17697.0879,17716.666,17903.9805,17720.7617,17810.7734,17791.2695,17831.8184,17918.1055,17829.3164,17904.2422,17697.3652,17740.2852,17652.0586,17880.9277,17802.832,4
