s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,label
33097.1953,24662.3105,22689.5957,26512.1738,14452.2324,7403.2759,12205.5449,20181.3262,32895.8125,32186.9824,12688.3232,18722.2305,6969.3706,3605.509,11099.1885,31458.959,33249.0508,29414.8066,9437.2891,15835.0244,19355.1582,10496.7617,3417.99,6793.8066,27857.2187,33187.3906,31802.877,14977.46,4969.6084,17562.7109,4578.0239,14879.167,31157.3379,33190.8008,21110.9355,11750.7891,4917.0708,12799.0225,21800.041,18512.0215,32815.9102,32873.6133,11550.709,6871.8115,5513.1855,14659.2578,33157.1836,22367.7793,15571.6836,29784.8262,32874.1602,19406.8672,8944.9424,6099.1396,9566.0244,31267.3242,24577.3652,23065.5508,28376.0234,17514.3125,5686.333,10388.4629,16575.9277,30917.8437,33015.3711,14557.9482,20075.7109,8703.2295,3300.2764,7717.9033,29213.457,33280.9766,30521.4512,13626.5586,4817.6509,21712.9902,12792.709,4369.4907,6119.7725,23943.0059,31978.4219,33156.6328,19104.1582,5614.1094,16278.5732,3803.5542,12347.0625,26874.8047,33121.5273,25923.9199,15076.4629,5739.6948,9692.3896,22414.2637,15323.25,31456.0937,32876.3047,16843.168,7947.2993,5962.7593,10506.5332,33110.3633,20840.7617,12338.2158,28420.3848,32850.1914,24787.7109,9378.8369,6377.4116,5794.2012,30723.7754,25067.377,23352.5098,28919.916,20822.4316,4806.8901,8492.8262,14738.8164,31331.4102,33051.5273,15423.2891,20520.8926,8601.3027,3338.6609,6957.8823,28777.3242,33294.1211,32250.1055,1
12779.8662,25005.877,33374.8398,30055.0605,8104.4175,16726.5391,5109.1807,5705.0884,17060.7656,33020.0664,33079.7227,22059.9414,6218.9634,3925.1782,20570.3379,13429.7314,26006.582,32845.5547,26306.668,10003.0049,6461.3496,5304.4375,30018.8359,20469.6309,9377.2041,24616.2852,32813.2539,30227.5508,12455.1553,6251.4126,4057.1714,28020.4336,26558.6094,23771.7051,28691.7676,23944.7148,3500.4502,7459.6055,12580.9824,30313.5488,33131.1875,15705.8359,19588.5254,11030.2646,4084.3291,6632.9771,25611.6934,33357.4102,32994.5039,13416.1406,4907.5454,20024.8281,12232.8271,3788.7876,6041.2129,25384.6602,33316.0313,33074.3672,15132.54,4639.0928,17456.7246,4793.7393,15787.9814,32082.0254,33239.332,21538.3945,8628.5879,6280.3682,16222.0898,24858.0977,22950.4434,31057.9551,30778.9551,6874.7583,6391.4653,5471.9546,22340.3555,33294.9844,21675.4961,19266.9512,32745.9512,31962.2246,10218.9434,6043.3594,4986.8018,18964.8906,33338.6563,22691.9434,20647.3574,18620.2734,8129.0649,8235.6855,16867.082,31273.6406,33345.7695,23311.9082,5145.0977,16080.042,4370.9111,9791.9023,23839.8691,33184.1445,28130.209,15345.9775,6507.6558,9039.1719,16528.7031,3841.0791,8122.0186,23047.0215,33142.1875,29518.5879,15864.8906,6106.7686,7772.6782,22949.3203,16569.5684,30134.6016,32871.332,17744.2949,6710.7852,6203.6353,12530.4453,33181.2031,24751.8437,22668.0781,23684.9395,12162.4014,1
16555.7812,6154.1011,3844.5181,13754.6748,32969.457,33270.375,24920.0684,5860.2197,10795.333,16265.7871,5778.4346,3879.9011,13648.0186,32954.6133,33359.0938,25313.2285,6351.7104,3950.2019,22435.0684,11335.2969,25726.4336,32844.1797,27032.0547,10204.96,6804.9136,4925.7578,32135.3555,26709.9258,23989.2305,27683.3203,18453.2988,7512.9678,8016.6279,18203.4277,33296.8945,32945.25,27928.1484,22379.6895,27311.2461,18674.4727,6875.665,8257.0313,17706.7754,33282.7734,32957.5547,10743.3213,15455.7344,7038.4395,4526.2065,11161.6689,32937.1445,33326.3281,25599.0586,6021.9785,3727.1458,21220.0254,12063.2529,26080.6152,32832.6641,28474.8262,10613.5654,7252.2705,4353.2754,33029.4297,21223.0293,13410.6699,23996.6211,32818.5117,29880.3223,11130.9805,7243.3872,4017.3782,31939.9258,28228.0781,22340.1934,27773.1309,19470.0371,6233.5044,7502.4199,16968.9844,33285.1289,32980.4688,10693.0986,16245.7871,7277.7227,3943.7222,11062.4482,32930.5586,33328.5078,26556.0176,6308.5898,11339.5049,15204.3076,7949.708,3967.0845,10938.9238,32605.8379,33358.9297,27992.4492,6258.9878,4365.7905,21082.207,11589.6045,24695.8652,32826.0625,29988.2637,11190.6943,7189.2773,5000.4673,30418.3008,28669.0742,20078.5234,30511.7402,19282.9297,5469.1821,7308.5483,16353.8027,33203.3906,32984.7227,27043.2012,24087.7129,27928.084,21312.3711,6436.2686,7654.563,14561.2578,33285.0391,33023.1406,1
16268.3037,6182.3398,4331.856,23830.0332,29032.9883,20480.7422,31720.252,24899.2031,2284.3223,18015.4629,6552.1099,4707.1504,21442.7461,26706.0547,22168.5098,32192.668,27653.7383,2525.5874,6320.1226,7642.4805,27451.3574,33225.3281,19450.6328,19317.8594,14939.3213,4044.1938,6887.1079,24521.0391,33226.7969,33193.3477,16529.5586,5062.2539,16913.6504,4549.0903,12547.8564,29190.582,20603.6855,32818.1016,33238.3477,20788.6758,5208.8003,16449.9316,4292.6841,10595.7451,26289.9277,33147.7305,26219.25,14142.5459,5962.4668,10296.4697,23153.4238,16660.0586,32013.8789,32879.0938,14226.0586,6855.5879,5578.6406,13288.2656,33198.668,24837.748,22306.9395,23165.6484,13235.3564,7766.8784,8024.9971,6322.373,10340.291,33111.8945,25050.5293,22862.2246,26034.8203,15873.1719,6926.2192,10452.1992,19873.1621,33284.5664,32882.9609,11249.4209,17147.2578,6980.1787,3913.2903,11154.7256,32915.9375,33280.7188,27270.5117,7617.2236,3888.1172,18879.1582,9887.7695,23779.8145,32792.793,31375.4414,33276.7891,30796.5391,9901.7842,4287.1064,17798.9824,8148.0205,19651.3574,32774.5469,33184.8047,17509.7852,7828.4824,4543.1846,18816.9629,26007.8359,21470.0117,31389.582,29161.7129,6005.9624,6696.436,5830.4375,22888.3711,33268.1406,21489.498,20534.4648,17382.2617,6864.2061,6622.8828,7258.1484,5225.314,17417.4277,33239.1641,24132.2266,21207.584,21469.9551,10465.0195,6792.7124,1
4523.7241,15664.8213,30366.6621,33182.4375,22233.9023,10760.2217,5417.3794,13315.0098,24378.623,18707.0918,31162.541,32067.2734,12756.4795,7890.7368,5584.7407,14115.1748,33170.9063,22023.875,14058.5957,30407.4023,32864.4844,20234.127,8878.668,6085.8735,7594.0283,31094.3379,24830.1523,23671.7012,27480.0234,18836.7051,4566.3218,10277.2275,13991.1934,29657.4863,33029.6016,15909.0635,19726.6387,11449.6699,4100.1953,6814.1147,26010.2578,32383.4785,32311.0371,17127.207,5215.9189,22150.7344,15283.7949,7381.0103,6409.7773,19653.623,29106.5801,33230.7227,24545.2754,7533.8052,17955.8613,3786.5298,8281.0684,19204.6465,33015.8594,29537.8184,21715.4668,7115.6641,5318.7681,19930.0254,9191.1406,25910.0781,32809.0234,27600.1738,13372.5479,7683.8169,4532.1855,22077.2129,18567.5078,5051.9634,17455.6602,32486.4141,33024.793,19469.043,12182.7461,5110.8716,13833.6973,21552.0312,16943.5137,31416.6426,32903.4609,13809.6768,8232.4639,6591.2085,11672.6045,30263.1914,23212.3164,23957.9297,29196.4648,15560.0996,5364.8413,11561.0449,16002.2939,28895.0078,33026.043,15891.4121,22736.6348,31746.9824,25572.4648,2881.6829,8678.2314,9115.8643,20506.873,33196.9844,20354.0449,24413.3535,19446.207,9603.4834,6510.6313,16755.9785,24590.168,31844.5605,28236.6914,12445.5811,18941.2031,4462.3042,5030.146,13829.4326,31833.6465,30642.7109,26430.7832,12412.8584,6262.0801,22608.5723,1
23259.7734,9642.0303,24327.1055,25290.7637,11794.0029,6312.3271,14824.5449,18988.373,29735.7402,31129.2715,15154.835,21141.6445,8848.9814,4228.1743,7819.3955,27583.0742,29746.1992,30503.252,17783.9922,7246.043,19085.6367,2410.623,10855.0361,24594.4512,33087.0195,24171.0547,20391.5762,7579.6782,8521.6348,18542.457,5058.2461,4279.2393,13220.165,31149.8242,29086.4883,27792.8242,14794.9775,6738.6528,18380.8867,2282.574,15984.6328,29674.7129,33144.2266,21023.1836,16698.9297,6625.3501,10840.875,18740.0664,10989.1914,29536.2207,32871.832,21095.8242,10749.915,9008.3428,6724.1665,22379.416,21791.9883,4232.1152,17868.6328,32772.5977,31308.8086,18461.5273,14730.3945,5815.1924,12665.8789,19014.3555,14430.4219,30958.5723,32897.5039,17544.8164,9297.2627,8945.8555,7915.4292,25589.0449,21006.3535,24166.6621,30714.9395,24200.2773,2398.4561,9955.583,9918.2607,20569.0449,32566.0352,20216.752,25999.834,32636.0957,32893.8516,14597.166,9624.1855,8885.5088,9605.0732,25929.8418,21085.9687,24520.2754,30482.9492,22639.8848,2134.4377,10223.5342,10739.0977,22270.125,31670.3555,19865.9902,26600.1406,19531.0527,7644.7285,5308.2065,19004.9336,21492.3652,28856.6133,28581.4844,14574.9844,21886.7852,6716.7646,21704.0352,2194.3381,10163.4707,11546.0986,22350.2031,32794.6172,19174.7344,26174.4512,18406.1973,8540.083,5473.1606,19268.5215,20567.9746,29098.4219,28566.8145,1
10180.7246,8491.8516,23596.5879,19824.457,24101.4375,32783.4375,22918.6719,1919.3082,10376.7344,10590.6592,19723.459,31692.2109,19946.873,26948.8457,21118.5469,11064.8516,5830.4072,17810.2051,19203.4102,26587.5977,29497.1133,16201.0234,24864.082,10504.5928,3428.3665,3527.1155,11207.8408,9414.7979,17324.666,30931.6777,20264.7441,27282.332,22589.4727,12408.2949,5361.5059,16978.0234,16502.1953,26398.5371,31532.8281,16383.8271,24722.0352,12121.7139,3571.1577,7022.3301,24735.8027,25078.9316,29028.9824,24469.0937,12805.1201,19717.1758,2069.4116,6963.8071,16643.1328,15278.9736,14862.9102,26394.1992,31241.2012,16978.0215,25712.7051,12852.8916,5077.0117,6202.8481,22561.1445,23758.498,28884.7773,25931.623,13509.332,20867.0176,4013.7244,5266.2896,13460.625,30938.8789,27323.5625,27637.6367,16287.3818,9297.1592,18773.0625,841.5605,13664.6875,26882.8086,20706.7168,20717.6816,27876.459,28345.5742,15265.5029,22795.2441,6653.6558,4678.6953,9263.3867,27990.8125,26382.9727,28145.6074,20828.7539,11171.0918,19571.1406,606.1287,9440.4395,20445.9922,31878.4082,25206.3281,25026.1035,12946.9238,10329.7852,17693.7422,1733.5466,16454.8086,32624.959,29786.4609,22389.877,28016.8828,25886.8437,14593.7959,22417.5859,4029.4536,4183.8853,12635.04,31461.0254,25031.2676,26875.6328,18935.627,11406.2988,19162.6504,660.7148,10193.9561,22874.418,31426.3574,23764.6289,24012.3516,1
11087.377,12979.7461,10452.5947,21384.793,18299.6133,25885.4336,32794.2578,22194.7988,3535.6675,12811.0879,11981.2148,9997.248,12769.7402,15801.3359,6662.104,27396.8613,32831.3047,22205.5371,14328.4551,16407.5312,9598.2568,13269.7461,15552.9473,12012.2451,32802.7344,32863.8203,16965.4531,12271.417,14988.3047,9426.5479,15708.5293,14869.8525,17198.1309,32797.3281,31825.8262,12062.335,10676.1289,14767.0938,10878.7588,13514.9229,16899.1035,3589.7744,15939.3535,29515.0293,30573.9902,19136.0352,22406.3262,13827.7295,12445.9551,15780.5703,2181.6765,20375.5762,31870.6367,28117.9785,17062.7305,21492.5879,13454.7969,12586.9453,14056.0391,2756.4297,23789.8027,32802.1055,25701.2812,15344.5967,20212.4648,13136.8252,12441.2891,25494.9551,4285.2993,2679.188,13000.7441,29426.2383,20775.4355,23314.5859,23699.7461,19079.9121,24211.1562,903.9823,4689.7744,14750.0527,29819.7148,20942.4082,24003.0254,22573.1797,17893.9863,22878.6328,920.2,5244.8662,15716.3271,31341.0762,21018.4844,24517.8105,21572.6465,17116.668,32426.8809,26831.0078,10910.6367,3802.9063,18534.9746,15235.667,17383.6543,24283.9531,18343.375,32814.043,24939.0117,8723.6143,4390.6558,20432.6992,14831.0977,18185.8437,24445.7695,19134.4219,32810.7813,22733.709,7183.8252,4131.2739,20992.2812,16139.5527,18227.6094,25078.0918,19112.5586,32813.6797,32790.1992,32376.5566,12925.0713,12585.4346,17541.5,9143.8291,1
17707.5527,21129.3594,17193.748,14131.3838,24559.2793,32820.8164,24198.7871,3969.0703,13725.6025,16654,11697.7432,18305.3535,14327.9365,28299.3203,32816.4883,22757.0469,2432.1118,14053.2793,16647.3125,11818.3428,19308.2051,16872.9004,27533.1992,32814.0742,19956.8574,2488.2444,14779.3965,15117.8652,13777.8682,20070.7227,12077.0244,3377.926,27049.2344,32840.1641,22815.5801,12899.9375,20481.7695,12643.4492,12870.4111,13329.2715,4507.0503,29560.0859,32855.1055,21785.2539,12616.6143,19138.6777,10878.168,13580.2295,12392.6904,8620.5146,31682.8066,32883.832,18254.6914,11920.0664,18288.5801,10916.7305,13634.499,21377.8984,1980.6827,6841.3872,20764.7129,32053.9727,20729.3594,23983.9434,19650.2852,15725.2666,17921.3184,2435.8718,9902.8623,25804.7812,30989.2832,19405.7852,23626.8555,19105.5898,14320.6865,17385.8691,4049.8179,12816.5859,28648.2129,31948.1914,18746.1016,22678.418,15412.3818,13758.6328,15640.2715,12481.752,3768.5625,6123.897,25532.8906,19695.0898,22354.8652,26247.8672,19493.8926,28009.5312,8210.8311,2018.6967,9038.9121,28613.3281,19753.709,23236.6797,25205.1816,18397.7129,26179.0527,5212.7983,2511.5764,10861.3096,29520.9961,22260.209,23862.0273,23377.0371,17792.4082,24064.5488,30577.0137,14597.1318,3539.7649,16261.3896,14998.4844,17591.7598,25648.5898,17667.4961,30740.8457,27054.1055,10567.9346,4854.0439,18482.7207,16483.7109,18448.0977,26763.6836,1
25500.5234,22466.043,15823.9873,22664.7168,871.9174,5403.522,16802.8672,32567.541,22091.8984,24985.4473,26996.5195,19338.3594,30473.0898,21658.6152,7522.9717,5014.6362,20636.4102,17644.5078,21034.0684,27668.8789,20272.5293,29094.668,15126.8877,3483.9563,5458.3311,24484.1055,19506.5195,24217.207,26392.0781,17723.5781,27836.3926,8370.3301,2340.7212,7855.7739,27914.1133,22021.1914,25671.5586,23851.1973,17142.3555,30007.3965,31585.9473,16313.8164,3288.2969,15655.3857,13903.5732,17006.6387,24673.127,19610.9336,31140.377,25211.4199,11115.5166,4910.3711,17961.9883,15758.6836,20950.4023,26847.9492,18862.4961,29961.3086,20212.1328,6847.187,5133.1753,21785.4023,17559.7559,22635.1699,26670.6582,15162.0137,21288.1465,32793.7461,28765.7598,6590.9282,11703.4453,13664.0576,11604.2754,20500.9648,17104.1133,24926.6074,32803.2109,23639.0273,3168.6414,12728.5967,13102.2354,14506.1895,22728.1016,17033.7305,28946.0586,31915.8848,17596.5039,2455.5342,15412.6035,14514.6797,14187.1279,23728.8828,19181.4707,7729.7607,30770.8086,32843.2656,20860.4727,12315.374,17093.6504,9893.9707,14114.8623,14051.9277,12629.6035,32411.8711,32876.4297,17472.4805,12042.5557,16659.8711,10107.502,14589.1416,12771.2637,16840.8809,32797.0039,31946.8848,12052.4219,11467.0859,16295.1504,9606.9561,16217.9551,14819.3633,2224.7625,12654.4717,28829.1738,30663.3398,18211.5605,23014.2871,17353.7012,14013.5254,1
12723.6201,20184.082,16656.5137,28325.3281,25762.5547,32809.3008,23955.6816,14194.6182,22164.4336,12680.5039,12591.3965,12483.6973,4277.9751,26395.4922,32829.8008,23899.7129,13394.4541,21218.3965,13248.6006,12147.2832,13396.3037,3464.6121,29650.5898,32819.0547,22338.4316,12918.5137,21424.5859,12098.0352,13290.2734,11715.874,5495.6753,3526.2808,15529.5508,30758.7891,18824.4648,23721.1738,23977.1875,18773.0449,23822.3574,933.0723,3746.9519,15616.3906,31471.6484,19317.5449,24058.209,22259.5176,19058.1973,22275.6055,1133.0101,5097.5083,18484.3535,31183.8984,17934.959,24439.1582,23331.0117,17921.2559,22811.5449,2017.8325,4958.8403,3967.387,19422.9121,15621.4971,16175.7813,23450.709,18221.5781,32800.4922,26185.8828,9052.5205,4493.4531,20626.4219,15774.7031,16341.6074,23883.3262,19209.3047,32816.0313,24978.8555,7416.7905,4245.8848,20594.2012,15752.5615,18112.3125,24019.7324,18717.9121,32812.1758,23842.4141,6088.0264,4486.6753,12098.1152,19342.0762,9762.6045,14663.6211,11537.6035,15638.8525,32799.4297,32914.0391,11358.8096,11452.0654,18326.6758,10501.4941,14793.2744,12609.9326,15581.5117,32793.9688,31900.6797,11805.5742,11112.5928,17940.8809,10640.1387,15126.4922,11508.1064,19815.9805,32805.4961,32941.6211,9348.5508,18521.6719,23381.0098,18617.8535,15490.1846,17666.0293,5226.1343,12999.6318,29029.3828,31021.4883,17679.709,23289.3926,17445.707,15580.2793,16698.752,1
16014.6563,13691.29,23510.2773,32822.2969,25276.6387,27347.3711,15940.6836,23689.3535,16751.5195,15430.917,13982.0352,4103.7134,17659.1133,32810.3906,27594.5117,15783.9844,23654.8281,17578.3652,14385.7344,14828.4102,5664.0127,18925.4961,32816.7148,26899.0703,15767.4854,23989.3848,16432.0449,15438.3193,13743.1143,3380.9465,17466.4375,31798.4668,28078.2734,16015.0195,20213.1191,25294.2559,21053.2383,32263.5371,11962.1377,1707.6674,6737.5166,27463.8457,16535.2285,19784.4375,25283.8789,20471.0879,31390.459,13590.0215,2775.3745,5652.5166,26746.3223,16865.1191,19509.3848,25080.0762,20849.5059,31827.9766,14156.7012,2470.6694,6113.7407,26442.0957,16657.2949,10662.8184,15186.0996,12817.2441,22625.377,32803.1602,29059.5664,6838.2417,12845.582,18236.0898,10586.9424,15210.4873,12165.9639,22356.5781,32811.8242,30218.9453,6214.9897,12679.5449,18060.1445,11690.9893,15235.8613,12397.9443,19383.9492,32802.2344,29499.5,7802.0273,12213.2607,17938.416,10871.8936,15978.75,15249.0049,5316.0679,14855.873,30744.6348,27811.2402,16128.8193,24151.7305,19231.7187,16510.6758,15858.7617,4770.4775,13213.002,28336.543,30996.3125,16802.1602,23219.9121,18510.2812,17060.9961,16092.873,5023.6274,12689.0908,28966.6133,29899.1895,17694.0566,23385.9062,18924.3008,20488.3516,31899.2832,17252.9473,4733.5957,4888.4434,24908.4258,16632.0293,18976.7344,24425.9355,20078.9375,32807.0938,17316.5195,1
17598.0312,5070.3169,4330.2251,4927.2612,23519.293,16181.7334,18318.7695,24803.4199,20274.9395,32810.5156,18284.5625,5415.6484,4820.4731,23443.4961,16939.2754,18005.5898,24786.7539,20443.4141,32642.3965,19049.5352,4611.4951,4826.9312,24259.9805,15570.3008,17761.8398,24677.3145,20221.3574,32804.3867,19411.623,32552.3594,11010.7979,12138.5215,18870.8555,10049.7725,14834.3584,10814.7666,17868.166,32808.957,32960.6055,9500.8291,12280.9834,19660.9844,10736.2666,13744.6973,11802.1377,15769.2754,32800.7813,32935.8242,10434.4395,11892.415,19212.1738,11062.3828,13833.7109,10694.252,16982.791,32804.7656,32911.7656,30800.1484,18760.7051,23308.4551,20929.7129,17354.7207,19249.3164,4430.978,9658.8164,23696.8203,30545.8867,17639.1309,23173.752,21554.4785,19039.0156,18982.6855,3320.6506,8201.6045,22029.4199,31397.2871,17252.0586,23048.0703,22619.2578,19118.4102,21113.5859,3515.1194,7098.2026,20248.1953,31179.0703,15461.8057,14123.3584,20828.7461,19328.9141,32797.1133,28434.668,11353.875,3232.5593,19980.6074,16431.1172,13935.3438,19753.4609,17133.3555,31424.8281,32337.7637,16204.0957,2732.2869,17731.7383,16026.8145,13145.8887,18523.6855,15926.3516,30989.5527,32824.7969,18289.8223,2726.4307,17337.3066,24066.9863,16744.5879,14817.5166,11566.1787,2950.2813,20957.7383,32801.4219,26276.3867,14210.9414,23434.375,18180.166,16421.9902,13595.3711,5054.0405,17832.5488,30855.5391,1
2480.9063,12171.9551,30206.3418,15551.0176,18255.6172,24270.0547,22826.0586,31091.8848,10328.6377,3196.9685,6693.4116,27799.7715,15524.0771,16408.4629,22501.5742,22429.791,32800.1914,18778.3516,3203.3333,5193.4683,24859.457,16130.2539,13502.248,20210.2871,19955.5059,11152.9893,32798.2891,32870.2031,15845.1406,11574.0244,23710.1719,16250.5098,13789.8896,9077.7246,3461.9624,27203.5469,32800.7188,22597.0234,12394.8799,24155.6211,18357.0508,17009.1875,10971.1553,3811.0073,17923.6426,32813.625,25725.4629,13894.5332,23514.7266,22780.5918,18677.4453,16214.3965,5894.9863,5017.0527,4524.0161,24955.1172,16343.8145,13029.4863,18172.5879,18745.6406,32790.6953,28243.9785,12222.7227,2731.0774,20762.5234,17942.8887,12216.1641,14144.4023,15002.0928,31058.5,32832.1875,18980.6172,4022.1506,16447.998,21855.8789,11263.5137,11973.6865,9792.5928,22792.0566,32810.4492,30047.125,28916.6328,13542.9541,22178.1348,24065.5469,21884.2969,20266.1562,4872.1035,7007.5112,20115.1562,31129.1719,13875.041,19870.0195,24558.8984,24424.752,28206.7715,2382.8083,2771.5845,12370.29,30898.5527,13218.2119,16463.0762,23878.5059,23216.7324,32815.7891,13889.874,1480.3135,6937.5107,13890.0283,24459.3926,14242.2334,10737.3486,7478.3066,10733.1416,32791.8438,32892.2461,14312.917,11570.1533,24912.5488,18664.0566,14053.4033,8946.5303,4169.2168,27492.1973,32803.3594,22738.0566,12640.2939,24898.0801,1
16688.8457,12455.4795,16049.2393,16610.6719,32788.3047,32789.875,15005.4473,2676.4902,18778.375,21516.6777,11897.3184,10362.3818,11934.583,5947.7754,18019.9414,29662.0898,27601.748,12063.1074,22196.4141,24807.5547,23196.5059,19195.9023,6666.6802,8514.918,19915.127,31230.2598,13337.2568,19573.9707,24056.9395,25209.3145,29426.1934,2996.6755,2494.8716,12151.5898,31339.707,14201.0127,14538.5732,21679.4922,24447.1934,32804.293,32814.2773,30217.8496,8386.6689,12433.3154,24995.8633,16096.8672,11649.2148,7100.6636,7121.064,32687.3242,32842.7305,18229.2461,10832.707,25848.166,19612.1328,16287.9082,8458.8594,5269.4941,22330.5332,32832.2305,24326.0781,11612.9746,23241.2969,25221.918,20840.6465,17527.6504,8057.9751,9911.3008,3904.8215,25037.5664,18062.1602,11321.2617,15230.9404,16248.5283,32785.4688,32833.25,16907.7148,2487.5691,18698.9805,21586.6797,11489.0654,10784.7139,11236.1143,22692.5586,32842.1016,26574.0645,6603.1045,13245.7227,24672.6035,15366.6094,10736.8027,7060.085,8525.5322,32782.8945,32869.1016,31280.4785,13037.8877,17602.502,24960.8652,25605.9277,30375.2969,5057.6265,2089.5281,9469.1455,30993.668,15173.0049,14301.166,20387.1738,22797.2559,32801.8906,19592.0566,3702.6887,4423.7485,25862.918,17340.3027,11976.5674,15433.8408,16894.3945,32790.8359,32840.0195,14344.458,2625.9321,20020.7578,25548.375,20507.3848,17796.4219,11206.8555,7803.2412,1
22541.9121,3588.4102,4153.9341,18245.7793,32333.1602,13759.1455,17350.1348,24395.8984,24649.5312,31602.9492,7116.563,1909.5927,9446.3145,30072.1426,14891.6436,12757.1602,11421.582,7916.48,17438.6719,32800.5859,32909.3711,10105.0967,12424.8115,24095.1816,17398.6484,12111.3955,8148.8809,3718.8923,32262.8027,32820.6836,19761.4883,11630.4443,24653.7344,19772.4961,18061.1914,10471.3232,5631.5483,18595.041,32831.75,25777.7383,12393.7871,22953.1934,24684.9668,21682.7324,32797.7734,24142.2148,4721.3423,3653.3777,24257.0684,18037.3828,11519.252,15319.1367,15826.251,32790.3242,32835.5938,16291.3594,2683.2876,18210.9941,20477.3398,12108.0068,11835.373,10239.8066,25951.084,32829.3945,28173.375,6188.9165,13164.5098,23143.5937,14748.6289,10798.0254,8562.3887,6226.4238,7706.2158,20137.5273,32332.0078,14064.96,19174.3242,23879.7461,25368.4531,26986.959,1888.8176,3253.269,12145.7822,30553.9629,14206.4043,17106.0234,22595.9863,23853.5371,32817.75,14384.417,1596.1304,5737.1855,28144.7207,16288.1279,13185.2061,19290.5781,20596.0723,32794.6211,32788.3359,32876.3203,14269.8672,11513.7529,25462.7988,17000.3574,13596.2646,8237.1299,3086.2922,27575.7422,32819.3711,20549.5273,11851.4092,24761.4395,20139.3848,17449.293,12593.7158,6718.6592,16423.9355,32833.7422,27687.9277,13556.1563,22723.832,22977.3789,19461.1641,18981.3457,6963.8945,10295.9385,4521.3892,25082.5879,1
10177.8926,11336.3076,21926.8867,13673.3145,12228.7764,9625.6836,10516.1016,32788.7773,32887.8359,14420.1465,11753.8252,23240.1816,14036.293,13204.6943,8739.8535,6441.0522,29903.1738,32862.1055,18897.168,11369.4531,22948.1797,17049.7969,13408.0576,11320.8994,3432.9253,2289.8594,11197.1289,30296.5293,16232.1602,19584.9336,24739.6016,21908.5078,30941.7305,8558.3125,1889.4697,7613.7285,28922.8105,15877.2422,18454.0098,24033.5098,20948.5527,32798.4648,15121.0205,1903.5546,5367.085,27257.5781,16378.498,16867.5469,22312.4609,20959.0781,32798.6289,20295.0488,4217.9976,10914.8535,12150.6475,20856.7637,13136.0469,13001.2588,9360.166,12007.168,32800.3867,32892.9336,15189.9873,11914.8594,21674.7695,14232.6846,12064.46,10641.6816,7352.4687,30841.7988,32844.1719,18231.416,12489.5684,22626.6973,15922.1572,13640.9912,10216.5674,3356.0095,26890.3516,32819.5117,22338.373,16717.6426,20209.1777,24821.9004,22035.0215,29328.8867,7354.0532,2299.106,7959.2329,29461.3906,16534.752,18200.3301,24250.9531,22116.627,32342.8906,12550.917,2337.7151,6144.0337,28097.4141,16034.4463,16594.5449,22689.5527,22025.459,32804.7148,17997.8945,4139.9268,4846.186,24969.125,20544.9766,13087.7002,12002.1914,10189.5137,13195.6182,32793.6289,32889.4453,14235.9023,11636.3301,21888.7227,14047.7959,12938.8105,9821.8594,7152.7461,32727.7031,32863.0273,18244.7383,11752.9814,22728.6387,15885.4355,1
23489.168,21506.002,17205.7793,16417.8789,5725.9619,11413.5674,28365.2363,29405.375,16015.3936,23222.4609,22254.0566,18511.582,32801.1875,22669.7617,6120.1777,4254.3247,22302.0371,16766.4141,14532.126,21274.5059,19334.8086,32806.2188,25873.5684,9543.5029,3867.0754,21185.7793,16384.3203,13825.8262,19760.7598,18669.0684,32801.7773,30224.3867,11798.5684,3078.8101,19420.666,16374.3154,13306.9404,18821.7559,17629.582,32442.541,29426.2402,32812.6719,21842.2383,12847.6318,22372.1816,15577.376,13806.6885,11107.9277,2916.6062,26628.5645,32804.6484,24239.5898,13090.9258,22796.2676,15245.0234,14769.8652,11209.3662,2472.948,23095.0918,32798.4531,26166.0469,14413.6123,22212.7656,17023.5234,15426.3281,13143.46,3664.7183,2199.3235,7466.8481,27461.0645,18212.1953,20137.1816,24431.5176,21424.5391,30018.0156,12371.3447,3514.6802,5804.707,26303.1738,17334.7871,20111.9648,24448.9219,20775.5059,31582.1719,14388.9902,3744.6389,5257.0864,25913.4785,16927.5645,18884.3437,23652.9316,20674.6758,32799.8438,17880.4844,3764.9541,9370.4648,11957.8818,19526.1758,10579.2256,14046.8125,12117.042,17438.9219,32800.4609,32358.8047,11184.8594,12340.7168,18708.6875,12027.5898,13131.7617,12234.1201,15093.2256,32795.7773,32880.0938,14866.6553,10897.6934,19286.5625,12173.0918,13139.0742,11461.2285,12251.2705,32800.9219,32880.9375,15657.9238,17470.8945,23293.6758,22624.3418,19457.0977,20711.4258,1
